Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	जैसा है फिल के?	0.8089800477027893	0.629566490650177	0.5546668767929077
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	जैसा है कि इस स्ट्रीम को पाने के लिए है	0.7438666820526123	0.49321770668029785	0.2137477695941925
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	आप दो अज्ञक मैन भी इस घर में बिना जाते पाए.	0.8172798752784729	0.4035511910915375	0.3427119255065918
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	इस सबब से जुड़ी सभी स्थितियाँ पूरी तरह से फ़ॉकड़ा हो गई है।	0.8153250813484192	0.6458646655082703	0.5075827836990356
Google Talk Home Name 3	गूगल टाक होम नाम 3	यह साँपों के चूर्ण से बने एक प्रकार से बुलाये जाने वाले व्यक्त के पास 3	0.6034473180770874	0.3467771112918854	0.0945759117603302
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	लॉकडाउट के समय से सभी को कोर्ट के लिए अपना पास कर दिया हो	0.8062520027160645	0.5030611753463745	0.36577826738357544
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	जिस तरह से ईमानदार लोगों ने आकाश और पृथ्वी को एक साथ दिए, उन्हें ऐसा लगने के लिए भी नहीं कि वे सही कह सकते हैं।	0.6896275877952576	0.3689064681529999	0.5407609939575195
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	सीनर को वापस कर दे.	0.646949052810669	0.3668285608291626	0.29834020137786865
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	नाम:	0.6241246461868286	0.3399716317653656	0.5251126885414124
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	हमें अस्पताल जाना चाहिए।	0.9462458491325378	0.940313458442688	0.914667010307312
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	रोलिं.	0.6473817229270935	0.4451254904270172	0.057056933641433716
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	मैं नहीं कहूँ कि उसे पीने के लिए जोखिम नहीं उठात.	0.8307443857192993	0.5491848587989807	0.5522156357765198
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	अस्पष्ट हो सकता हूँ कि अल्लाह ने इस विवरण को संशोधित करने के लिए कहा हो |	0.6105810403823853	0.3605884611606598	0.3120483160018921
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	जी, लेकिन मैं बीएमवी को डब्ल्क्स बेज़ के लिए तोपन तो नह करूँ?	0.6830975413322449	0.43545541167259216	0.23226557672023773
- No. Not here!	- यहाँ नहीं नहीं!	- यहाँ नहीं!	0.9820481538772583	0.9812281131744385	0.9068547487258911
It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	यह दृढ़ता राजकुमार को राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजकुमारी के स्वरूप में अपने राजक	0.5602023601531982	0.2638435363769531	0.014743003994226456
And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	और हम सभी एक साथ इका रहे हैं ।	0.8100779056549072	0.5456898808479309	0.2672795355319977
MURPH:	MURPH:	डब्ल्यू:	0.703766942024231	0.7301459312438965	0.5671495795249939
And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	और वे -किस प्रकार से बने हैं?	0.7583283185958862	0.5253791213035583	0.6208322048187256
Bold	गाढ़ा	"कहाँ:
जैसा:
बढ़िरूँगे"	0.6422116756439209	0.3298162817955017	0.12381879985332489
And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	और वे तो बताएँगे शब्द जिसे मैंने प्राप्त किया था वे वे वो भी हो सकते हैं कि मैंने तैयार किया था वे वो भी हो सकते हैं।	0.7269772291183472	0.4278530478477478	0.2760024070739746
Configure external packages	कॉन्फ़िगर संकुल	बाहर के पैकेज कॉन्फर्म करना	0.7116671204566956	0.5327415466308594	0.4802192449569702
The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	डब्ल्यू.टी., जिसने इस संबंध में कोई कम्टेंट किए, उसे इस साल में इस माह में कहा गया कि वे इस प्रक्रिया से भी पहले तो दिए रहे, बल्कि इस प्रक्रिया से भी पहले तो दिए रहे,	0.6666366457939148	0.3600611984729767	0.28177589178085327
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	अरे, क्या वे जो दोषीय तरीकों से जाते हैं, वे जो विधि से जाते हैं, वे सभी विधि से जाते हैं और सभी विधि से जाते हैं साथ हि कुछ लोग जो कुछ भी हो सकता है, वो ही नहीं।	0.6964688897132874	0.34178128838539124	0.29128411412239075
Ignore him. He's senile.	ये तो सठीया गए हैं	इस प्रकार कार्यवान है।	0.725726306438446	0.5078079104423523	0.5120199918746948
Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	उपसंग्रह के लिए डी.एन. पी./सी.	0.6544109582901001	0.3809073567390442	0.49843156337738037
Your names	EMAIL OF TRANSLATORS	पहचान	0.6442372798919678	0.3204340636730194	0.5254238247871399
translator-credits	राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page	जिस प्रक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रयोग के प्रतिक्रिया के समय से पहले किसी व्यक्ति से प्रतिक्रिया या प्रय	0.45624324679374695	0.2587096393108368	0.006362956017255783
Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.	मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है	सद्य जीवन से जुड़ने के लिए कहा जाना याद है।	0.6856260895729065	0.3131096661090851	0.154689759016037
"And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me."""	"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।"""	"और प्रार्थना: ""हो मेरे पिता, जिससे मैं अपने पापा की तरह खुश और सम्मानित महसूस करूँगी।"	0.717039942741394	0.42679181694984436	0.29648029804229736
There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	जिस तरह से आप कुछ ही नहीं कर सकते	0.6519215106964111	0.40684112906455994	0.32090651988983154
An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.	एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।	बांग्ला न्यूनियर सैल्फ बाइशाख का मनाने वाले एक साधारण नागरिक के बारे में लिखत है कि क्या वे मनाने वाले व्यक्ति को बांग्ला न्यूनियर सैल्फ बाइशाख का मनाने वाला व्यक्ति है	0.6741701364517212	0.4631789028644562	0.3406936824321747
Can nothing be done? !	कुछ भी नहीं किया जा सकता है?	क्या नश्वर्य से रुकावट मिल सकती है?	0.6983786225318909	0.38957032561302185	0.32215213775634766
- You hit him with a bicycle pump?	- तुमने उसे एक साइकिल पंप से मारा?	- हिल में वे साइकिल के जूते से क्या?	0.8050268888473511	0.3685882091522217	0.295562744140625
I worried they take you away from me.	मुझे लगता है वे मुझे से दूर ले चिंतित है.	जिस तरह से मैंने भी अपने परिवार को चिंता व्यक्त की कि वे व्यक्तिगत रूप से वे परिवार के तौर पर भाग सकते हैं।	0.7270762920379639	0.3928528130054474	0.3209214210510254
Y-you're gonna wear out the spring coil.	छल्लेदार स्प्रिंग घिस जाएगी।	जी-जैसे स्प्रिंग कोइल स्प्रिंग कोइल को टूट सकती है.	0.7728712558746338	0.3677447736263275	0.44007018208503723
I don't know.	मैं नहीं जानता.	ज़कारी नहीं हूँ।	0.7610748410224915	0.5063002109527588	0.1849784404039383
Korean (_UHC)	कोरियाई (_UHC)	कोरियाई(_UHC)	1.0	0.9643636345863342	0.7588478922843933
No. You know what I'm gonna do for you?	नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?	No। आप जो पूछेंगे मैं उनका पालन-परिहारा करूँगा।	0.6608669757843018	0.483769953250885	0.19705736637115479
If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’	"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।"""	अपना साँप को बनाने वे कहाँ सोचने लगें?	0.6239599585533142	0.26092734932899475	0.10078221559524536
"So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great."	"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है"	यह इसलिए है क्योंकि वह अपने जानकारी को बदलने या करने नहीं देती कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी क्या नहीं देता कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी नहीं देता कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी नहीं देता कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी नहीं देता कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी नहीं देता कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी नहीं देता कि व्यक्ति किसी ऐसी स्थिति में हो सकता/वाला भी नहीं द	0.5349252223968506	0.30371007323265076	0.09660723805427551
Show field i_n View	दृश्य में क्षेत्र दिखायें (_n)	"हाँ, निम्नलिखित:
प्रदर्शन क्षेत्र की स्ट्रिंग व्यू"	0.6797512769699097	0.4504423141479492	0.5162302851676941
Thanks. I think.	शुक्रिया, मेरे खयाल से।	Thanks.	0.6842174530029297	0.5253143310546875	0.32969993352890015
Maybe the even the shroud itself, everything.	शायद यह भी कफन ही, सब कुछ.	जैसा हो सकता है, ऐसा भी हो सकता है।	0.7218992710113525	0.3297516405582428	0.07761384546756744
I've seen pushing carts around army camps making grand claims about jars full of pig shit...	मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...	मैंने सिखों को सैन्य क Camp के सामने फ़र्गेट किए गए पैसे सारे झूठा राया देने के लिए स्थापित किया गया	0.7134252190589905	0.36782729625701904	0.24678635597229004
Add	जोड़ें	रह	0.7950388789176941	0.5296881794929504	0.2568718194961548
As an example I have handed over my blog posting rights to a free speech	अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।	यह एक उदाहरण है मैंने तो दी है कि मैंने अपने लेख के अधिक्ति से न दिया है।	0.6622306108474731	0.35435962677001953	0.1794835478067398
_Next	अगला (_N)	जो भी	0.6945464015007019	0.5048519968986511	0.4979632794857025
You are in Cape Canaveral and you are Head of Mission Control.	आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.	आप केप सिनावेर और मिशन कंट्रोल हेड ऑफ मिशन कंट्रोल के रूप में हैं।	0.8041970133781433	0.7159585952758789	0.6536258459091187
It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.	अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों	यह हमेशा फलिट से निकलता है, क्योंने इसका पालक-स्वीकृत विकलग व्यवहचचित्र है। और हे फ़ल्टो से निकलने वाले उसका पालक-स्वीकृत विकलग व्यवहचचित्र भी है।	0.6259168982505798	0.30946865677833557	0.17456616461277008
All that is in the heavens and the earth glorify God. He is Majestic and All-wise.	जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है	हेवENS और एर्टिस गौरवजनक और सभ-wise में मिले	0.6640840768814087	0.24200265109539032	0.15326911211013794
- It does not matter where she is.	- यह कोई फर्क नहीं पड़ता है जहाँ वह है।	इस प्रकार यह सच है।	0.721065878868103	0.4681675136089325	0.5004364252090454
Reload current file	री-लोड फ़ाइल	रिमीट फाइल लोड कर	0.8393160104751587	0.6425858736038208	0.808817982673645
Ignorance is not the same... as innocence.	अज्ञान में ही नहीं है ... मासूमियत के रूप में।	अनजानी से नहीं हो सकता है कि यह सूक्ष्ट्रूपल भाषा में भी कहा जा सकता है।	0.7197630405426025	0.447800874710083	0.33983027935028076
Proceed	आगे बढ़ें	प्रक्रिया	0.7226732969284058	0.5545311570167542	0.5862102508544922
But to your Lord is the return.	निश्चय ही तुम्हारे रब ही की ओर पलटना है	लेकिन तुम्हारे पास है यात.	0.7230122685432434	0.40131688117980957	0.17294155061244965
- Did you file the football yet?	- अगर आप अभी तक फुटबॉल दायर की थी?	-फुटबॉल के बारे में क्या याद है?	0.8000618815422058	0.5773581266403198	0.5586135387420654
Clock	घड़ीName	स्टेशन	0.6864076256752014	0.5119999647140503	0.5635162591934204
Dumpling Squad!	डंपलिंग दल!	डुम्पल सुप्पी!	0.8249005675315857	0.46344098448753357	0.3453552722930908
And say: We (now) believe therein. But how can they reach (faith) from afar off,	"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें"	और कहें: हम (अब) विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक्ति से विश्वभक	0.5586082935333252	0.21046458184719086	0.015640482306480408
Yahoo! Japan	Yahoo! Japan	यू.आई.जे.	0.6577924489974976	0.45138707756996155	0.5250028967857361
SciDev.Net's conference blog reports that:	नेट के सम्मेलन ब्लॉग ने रपट दी:	सी.आई.डी. नेट के सिविक डिवाइन. नेट के संवादित कार्या परिमिश्न किए जाते हैं और इस परिसंघातार जानकारी को बदलने से पहले इस बात पर ध्यान दिया जावे	0.6551359295845032	0.4172471761703491	0.279901385307312
_Contents	विषय सूची (_C)	कॉन्टेंट	0.6743190884590149	0.4832901060581207	0.4992436468601227
WITH THAT, THEY COULD PUT HIM AT THE JOB.	उस के साथ, वे काम पर उसे डाल सकता है.	यह, उन्होंने ओब्जेक्टिव रूप से इस परियोजना पर रखे हैं के लिए कार्यालय पर रखे हैं |	0.7068924903869629	0.3839811384677887	0.23300819098949432
Attachment Reminder	संलग्नक स्मारक	संकेत बताएँ	0.747189998626709	0.5785083770751953	0.4426387548446655
What rifles? You got a Chink with a sword and a buncha juggling idiots.	आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.	जो भी रIFल?	0.6371189951896667	0.24481087923049927	0.21299414336681366
He will send down abundant rain from the sky for you,	(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा	वे तुम्हें बहुत सारे राज के पानी से तुम्हारे पास हो सकता है	0.7280287742614746	0.3424220383167267	0.1411789059638977
There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	जिस तरह से आप कुछ ही नहीं कर सकते	0.6519215106964111	0.40684112906455994	0.32090651988983154
I've tried thinking and reading about all sorts of different things.	मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.	जिस तरह से मैंने सोचा और लिखा है, वैसी ही सब कुछ।	0.7293127775192261	0.46013593673706055	0.23606501519680023
The event could not be deleted due to an error: %s	एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s	दिए जा सकते क्यों नहीं हो सकता: %s	0.7364820837974548	0.41766539216041565	0.2159864753484726
The past three have seen hundreds of new blogs and forums.	पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.	हावड़ा से 13 मार्च से आने वाले तीन वर्षों में हज़ारों नए ब्लॉग और फ़ोर्म्स दिखाते रहे.	0.8462305665016174	0.5694727897644043	0.5909059047698975
The door was open, and he saw this crazy woman in the bathtub.	दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.	doors open,  and  he saw this crazy woman in the bathtub.	0.7103303074836731	0.40189409255981445	0.12171117961406708
You're late, pretty boy.	तुम देर से, सुंदर लड़के हैं.	आपको परिवहन के कारण बताया जाना चाहेंटा: यू're लेट, सुंदर बॉय।	0.7246460914611816	0.3891909122467041	0.45369115471839905
And I don't want to work with you.	और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.	और मैं अपने साथ काम नहीं करना चाहती।	0.9226992726325989	0.7243249416351318	0.6235777735710144
Battery at warning level	बैटरी चेतावनी स्तर पर हैComment	कलार्नेट की सावधानी स्तर पर सिग्नान	0.7388554215431213	0.4782108962535858	0.5256516933441162
Let me hear a massive cheer for getting Climate Camp 2009 started!	मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए	लेकिन मैंनेClimate Camp 2009 की शुरुआत को सुना हूँ!	0.7131838202476501	0.4063999354839325	0.5088099837303162
_Image	छवि (_I)	कृपया ध्यान से आगे न लें या गलत जानकारी दें।	0.6106837391853333	0.35461679100990295	0.21216334402561188
Open the selected image with a different application	चयनित छवि भिन्न अनुप्रयोग से खोलें	चुने गए विषय को अलग एप्लिकेशन से निकालन	0.7117389440536499	0.5258523225784302	0.693450927734375
Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.	तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है	अपने निर्माण और परिवर्तन को साथ ही यह कहना सही है कि ई गोद ग्रह ई हिंद ग्रह को भी बताते हैं।	0.6490055918693542	0.3211590349674225	0.24856185913085938
"""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-"	और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,	और ओ मेरी लोग! मुझे डर हूँ कि एक दिन में साथ ही मेरे लोगों को भी डर-डांट और शांति देने के लिए तैयार होना चाहे तो यह भी देना चाहे तो शायद है कि भविष्य में ऐसी स्थितियों में भी असाधारण रूप में होना चाहे तो यह भी देना चाहे तो स्वाभाव्यता से हो सकता है।	0.6842277646064758	0.3498769700527191	0.2415207177400589
If Hasan Khan's security has been compromised, then it is a very serious matter.	अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।	अगरिहसन की सुरक्षा को कम करने वाली चिंता गंभीर	0.7233946323394775	0.6374781727790833	0.40312957763671875
He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.	(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे	"सबसे अच्छा:
अरे, जो कह रहा था वही हो सकता है।"	0.5915547013282776	0.31153836846351624	0.15217387676239014
You got paint on you.	तुम्हारे रंग लग गया है.	आपके पेंसल पर ये रंग लग गए हैं.	0.782220184803009	0.6516814231872559	0.658924400806427
Hello, my name is Dick Hallorann.	नमस्ते, मेरा नाम डिक हैलोरन है.	हैलो, मेरा नाम डिक हॉलरन है।	0.896273136138916	0.9513072967529297	0.9295738935470581
