Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	The following is the following text: it is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes. The following text is a good thing to the original meaningDoes	0.46769481897354126	0.3197518289089203	0.031145870685577393
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	The current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is the best of the current stream is	0.4678219258785248	0.3150286078453064	0.1583760678768158
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	The following text is a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good thing to the English language. I am a good	0.506661593914032	0.1636379361152649	0.019712693989276886
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	The following is the following text: this is the best of the English language language. The English language is the best of the English language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language language	0.4743337035179138	0.13489139080047607	0.04379751533269882
Google Talk Home Name 3	गूगल टाक होम नाम 3	The following is the following text: English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English English	0.4291965663433075	0.08858835697174072	0.1005917489528656
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	The following is the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDoes.	0.6363542675971985	0.24055863916873932	0.2155950367450714
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	"The following is the following text: from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information.
Text: the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original"	0.4532482326030731	0.20060253143310547	0.06723463535308838
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	"The following is the following text: the following text is accurate, fluent, and faithful to the original meaningDoDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful to the original meaningDoes.
The following text is accurate, fluent, and faithful"	0.4396927058696747	0.27346357703208923	0.061133239418268204
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text is a bit more than the original. The following text	0.41860640048980713	0.3038204610347748	0.3696407377719879
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	The following text is a good idea to the original meaningDoes.	0.6209401488304138	0.22988127171993256	0.20365114510059357
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I'm the best. I	0.5046201944351196	0.2090815007686615	-0.006240870803594589
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it. I'm not going to drink it.	0.5033943057060242	0.24249142408370972	0.08113756775856018
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	The following is the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text: “He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text:”He is a lie in the following text	0.43730220198631287	0.2037748396396637	0.06878343224525452
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	The following is the following text from English to HindiEness the translation is accurate, fluent, and faithful to the original meaningDoes.	0.616265594959259	0.2047247588634491	0.1103290319442749
- No. Not here!	- यहाँ नहीं नहीं!	"The following text is the following text: the following text is accurate, accurate, and faithful to the original meaningDoNot add, remove, or change any information.
Text: Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not here! Not! Not here! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not! Not"	0.5503832697868347	0.31708377599716187	0.1781020611524582
It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is a good thing to the English language. The following text is	0.46872034668922424	0.1959029734134674	0.017330259084701538
And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	The following is a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm a good to the original meaningDoes. I'm	0.4834282398223877	0.171475350856781	0.01331937313079834
MURPH:	MURPH:	"MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:MEM
MURPH:ME
MURPH
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR
MURUR"	0.5841820240020752	0.40154194831848145	0.4382277727127075
And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	The name of the name is not the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of	0.4727359116077423	0.17291489243507385	-0.010028745979070663
Bold	गाढ़ा	The following text is the following: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following text: the following text is the following the following text	0.3928477466106415	0.19958406686782837	0.0327707976102829
And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	The following text is a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to know. I am a good thing to	0.505718469619751	0.2029504030942917	0.05773571878671646
Configure external packages	कॉन्फ़िगर संकुल	"The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the original meaningDo.
The following text is a good idea to the"	0.39042210578918457	0.2556173503398895	0.0761435478925705
The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	The bank is the bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	0.6836125254631042	0.33875852823257446	0.07599343359470367
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	The following is the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the following text: I am the	0.42171144485473633	0.144389808177948	0.03291688114404678
Ignore him. He's senile.	ये तो सठीया गए हैं	The following text is a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good thing to the English language. I'm a good	0.5049843788146973	0.2165958136320114	0.11657679080963135
Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	The following text is the following text: the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is the following text is	0.4409146010875702	0.19399765133857727	0.03788299858570099
