Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	I am the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only the only only the only the only only the only only the only only the only only the only only only the only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only only	0.4356318414211273	0.137665793299675	0.07304738461971283
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	The language is the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.4589451849460602	0.20547577738761902	0.08731421828269958
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	"Translate the following text from English to Hindi
EnSure the translation is accurate, fluent, and faithful to the original meaningDo not, I."	0.6013692617416382	0.25045469403266907	0.0464261919260025
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	"Translate the following text from English to Hindi
EnSure"	0.6105768084526062	0.25093692541122437	0.12254111468791962
Google Talk Home Name 3	गूगल टाक होम नाम 3	The language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.4686133861541748	0.1846674084663391	0.08727236092090607
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	The following text from English to HindiEnery the translation is accurate, fluent, and faithful to the original meaningDo not, I know.	0.6363909244537354	0.24691501259803772	0.2090599238872528
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	The word of the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the word, the	0.47844403982162476	0.10783892869949341	0.05336141586303711
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	The text is a very good, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original meaningDo, and the original	0.498218297958374	0.24309831857681274	0.08021873235702515
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	"The language of the English to Hindi
English EnSure"	0.5759149789810181	0.32685479521751404	0.458040714263916
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	I am a doctor.	0.7125003933906555	0.39799487590789795	0.461148202419281
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	I'minging the meaning of English to HindiEnerying	0.5989328622817993	0.2762310206890106	0.13536927103996277
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	I'm not going to drink it.	0.7060513496398926	0.47860434651374817	0.3650102913379669
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	The words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the words of the	0.5069250464439392	0.13802364468574524	0.0625428631901741
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	Translate the following text from English to HindiEnSure the translation is accurate, fluent, and faithful to the original meaningDo not, but I, do not, do not, do not, do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do do	0.3971986472606659	0.11592409014701843	0.16075950860977173
- No. Not here!	- यहाँ नहीं नहीं!	The language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.4460756480693817	0.13862715661525726	0.07895819842815399
It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	The word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the word, the word of the	0.5068977475166321	0.16007399559020996	0.03879217430949211
And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	The language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.45713314414024353	0.13420282304286957	-0.014102157205343246
MURPH:	MURPH:	"The language of the English to Hindi
EnSure the translation is accurate, fluent, and faithful to the original meaningDo not add any information."	0.6065968871116638	0.32385092973709106	0.47807085514068604
And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	The mountains – how they have been established.	0.691326916217804	0.3022153675556183	-0.006544630974531174
Bold	गाढ़ा	"The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:
The following text from English to Hindi:"	0.47507569193840027	0.1969703733921051	0.027338139712810516
And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	I am going to say the word that I have prepared for you.	0.6520860195159912	0.39118123054504395	0.21278159320354462
Configure external packages	कॉन्फ़िगर संकुल	The language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.45002511143684387	0.16683384776115417	0.019034091383218765
The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	The bank, which has been to the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of the most of	0.45686811208724976	0.15312570333480835	0.14056511223316193
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	The word of the word is the meaning of the word.	0.5982151627540588	0.11206507682800293	0.04301980510354042
Ignore him. He's senile.	ये तो सठीया गए हैं	The language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.45782071352005005	0.1680837869644165	0.0777282863855362
Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	"The following text from English to Hindi
EnSure the translation is accurate, fluent, and faithful to the original meaningDo not add, or change any information."	0.5968456864356995	0.28161439299583435	0.08362957835197449
Your names	EMAIL OF TRANSLATORS	The language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.46229875087738037	0.19107085466384888	0.42359334230422974
translator-credits	राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page	"The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is a new text from English to Hindi:
The following text is"	0.43953436613082886	0.3390346169471741	0.0594494566321373
Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.	मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है	The best of the world is the best of the world.	0.608241081237793	0.1119866818189621	0.06408050656318665
"And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me."""	"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।"""	The language is the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the language of the	0.4902295172214508	0.11257366836071014	0.040062371641397476
There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	"The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi
The following text from English to Hindi"	0.45530378818511963	0.22997429966926575	0.007043901830911636
An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.	एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।	The English to Hindi Eneseenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenenen	0.5917884707450867	0.09170766174793243	0.10285542905330658
Can nothing be done? !	कुछ भी नहीं किया जा सकता है?	The word is the word of the word, the word is the word, the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the word is the	0.40060296654701233	0.10563898086547852	0.040025051683187485
