Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	प्लीज डन टर प्लीज?	0.6807636618614197	0.34830406308174133	0.24837349355220795
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	Current stream is not available for the time being available for the other streams.	0.6318812966346741	0.40291133522987366	0.1574861854314804
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	You let two unknown men enter this house uninvited.	0.6938596367835999	0.41794803738594055	0.16284535825252533
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	यह पूरी संभा फड्ड का है।	0.8046742081642151	0.4101991653442383	0.3860816955566406
Google Talk Home Name 3	गूगल टाक होम नाम 3	Translate following English to Hindi.Ensure the translation is accurate, fluent, and faithful to the original meaning.Do not add, remove, or change any information.	0.5469756126403809	0.34132418036460876	0.13051456212997437
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	"सब प्रतन्य के रिकॉर्ट लाउको के हाल चिनजित के हाल सुनन के हाल हाल हाल हाल हाँ हाँ हाँ हाँ हाँ ह ह ह ह ह ह ह ह ह ह ह ह ह ह ह ह hाँह हाँ हाँ हाँ हाँ ह ह ह ह ह ह ह hाँह हाँ हाँ हाँ ह ह ह ह ह ह hाँह हाँ हाँ ह ह ह ह ह hाँह हाँ हाँ ह h
 hाँह हाँ हाँ ह h
hाँह hाँ हाँ h h
hाँh hाँ h
hाँh hाँ h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h h
hाँh h"	0.5089884996414185	0.20142582058906555	0.2047407180070877
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	असप्रतनत्र विवेदन से विवेदन से विवेदन से विवेदन से विवेदन से विवेदन से विवेदन से विवेदन से विवेदन से विवेदन से विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेदन स विवेण.	0.5017560124397278	0.19368387758731842	0.05575135350227356
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	"Text:
Turn the siren off."	0.5991804003715515	0.3242016136646271	0.11210455000400543
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	प्राइज:	0.6136171817779541	0.32711538672447205	0.4560741186141968
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	हमें एक हालमध्य से जाने के लिए जाने.	0.724297821521759	0.32937750220298767	0.1596023589372635
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	"Translate:
Whoa! So... What is your..."	0.6112836599349976	0.4513578414916992	0.08479631692171097
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	यह सुन लेता है।	0.7183222770690918	0.3408302366733551	0.2932606339454651
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	प्रायमसं्यान्य:	0.5938878655433655	0.21397922933101654	0.055401019752025604
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	0.6327301859855652	0.31918802857398987	0.09174405038356781
- No. Not here!	- यहाँ नहीं नहीं!	यह सुनने को भी है.	0.6938838958740234	0.3892612159252167	0.2178768813610077
It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	It shall insistently summon him who turned his back and retreated, and will not allow him to change his mind without convincing him thus he will be compelled to accept his decisions thus he will be forced to accept his decisions.	0.6272270679473877	0.28875023126602173	-0.017577726393938065
And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	"Source:
And we've gathered around for that."	0.6496616005897522	0.36174842715263367	0.020350847393274307
MURPH:	MURPH:	"Translate:
MURPH:"	0.8873476982116699	0.7264270186424255	0.5337062478065491
And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	And the mountains - how they have been established?	0.673892617225647	0.3375146985054016	0.020044123753905296
Bold	गाढ़ा	"Text:
बोल्ड"	0.6567705273628235	0.4814177453517914	0.32450389862060547
And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	यह सुनने के लोगों को यह सुन कर दिया के मात्र।	0.7094177007675171	0.30717208981513977	0.11554375290870667
Configure external packages	कॉन्फ़िगर संकुल	"Translate:
Configuring external packages"	0.6168985962867737	0.34930869936943054	0.14079105854034424
The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	यह सुनने को भी है कि किसी भी को अपने कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड को कार्ड क	0.5590699315071106	0.17802494764328003	0.11913925409317017
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	English से ट्रेड को हिंल को को लेने वाला होगा तो वे जीतिनारा होगा वे जीतिनारी होगा वे जियोकारी होगा	0.6473885178565979	0.2744838297367096	0.09789864718914032
Ignore him. He's senile.	ये तो सठीया गए हैं	"Translate:
He's senile."	0.5878944396972656	0.35324153304100037	0.358653724193573
Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	"संक्त होने के लिए कि आप प्रियक्ष के डन के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रत्युत्न के प्रतrytka
I'll take the time to ensure the accuracy, fluency, and faithfulness to the original meaning."	0.5671150088310242	0.2815345227718353	0.04178934544324875
Your names	EMAIL OF TRANSLATORS	Your names	0.6495025753974915	0.3603701889514923	0.4597560167312622
translator-credits	राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page	"Translate:
Source-credits."	0.5422946810722351	0.35112109780311584	0.33878642320632935
Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.	मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है	जैसा भावा आता है हो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो सो	0.5787092447280884	0.14776328206062317	0.1357252448797226
"And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me."""	"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।"""	It seems like you're planning to enter a cave with honor and exit with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for power from You, which would help you to get into the cave with honor and get out with honor, and you're asking for	0.5463873147964478	0.27898523211479187	0.07046602666378021
There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	There are no songs to write to, so no songs to write.	0.6778523921966553	0.33137378096580505	0.17378024756908417
An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.	एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।	अधिकतर बहुत सारी ऐसी बातों को प्रभावित करने के तरीकों के तौर पर बंगल के बिहाल पाहल बिहाल पाहल यारdeyार के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल पाहल यारdeyar के तौर पर बंगल के बिहाल	0.5595359802246094	0.35156187415122986	0.09686382114887238
Can nothing be done? !	कुछ भी नहीं किया जा सकता है?	प्रश्न को उत्तर देने वाले वे हैं?	0.696666955947876	0.4164206087589264	0.20277445018291473
- You hit him with a bicycle pump?	- तुमने उसे एक साइकिल पंप से मारा?	जैसे के तो हुआ हो?	0.6630932092666626	0.2554849684238434	0.12059590220451355
I worried they take you away from me.	मुझे लगता है वे मुझे से दूर ले चिंतित है.	This is a worrisome thought about their attitude towards you.	0.6470134854316711	0.3654899001121521	0.3325810134410858
Y-you're gonna wear out the spring coil.	छल्लेदार स्प्रिंग घिस जाएगी।	यह यार्ड को लेने के लिये कुछ यार्ड को लेने के लिये कुछ यार्ड को लेने के लिये कुछ यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने के लिये की यार्ड को लेने क-की यार्ड को लेने क-की यार्ड को लेने क-की यार्ड को लेने क-की यार्ड को लेने क-की यार्ड को लेने क-की यार्ड को लेने क-की यार्ड को लेने क-की यार	0.5552576780319214	0.23815596103668213	0.00815214030444622
I don't know.	मैं नहीं जानता.	जिन तयार निर्णय निर्णय के के के के के के कार्ये या त वेर निर्णय निर्णय के के के के कार्ये य से वे विभर्त वे विभर्त वे विभर्त वे विभर्ट वे विभर्ट वे VET!	0.5928022265434265	0.21229681372642517	0.023469246923923492
Korean (_UHC)	कोरियाई (_UHC)	Translate following English text to Hindi.	0.6265332102775574	0.39558228850364685	0.2677772343158722
No. You know what I'm gonna do for you?	नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?	No. You know what I'm gonna do for you?	0.6157544255256653	0.3640196621417999	0.20525723695755005
If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’	"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।"""	I haven't translithe following text from English to Hindi.	0.5468050837516785	0.12893667817115784	0.048994556069374084
"So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great."	"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है"	यह सुन कर के विवादाता वो होगा कि कोई भी वो किसी की प्लान को जाने देता होगा।	0.6609971523284912	0.2982421815395355	0.22201959788799286
Show field i_n View	दृश्य में क्षेत्र दिखायें (_n)	"Translate:
Field i_n View"	0.6926752328872681	0.39018192887306213	-0.00771201029419899
Thanks. I think.	शुक्रिया, मेरे खयाल से।	Thanks.	0.6842174530029297	0.5253143906593323	0.329700231552124
Maybe the even the shroud itself, everything.	शायद यह भी कफन ही, सब कुछ.	प्रतिनिर्दिश!	0.7347162365913391	0.36207470297813416	0.08766736090183258
I've seen pushing carts around army camps making grand claims about jars full of pig shit...	मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...	यह सुन कर नेम को लाभ मिलाने के तरीकों को लाभ के संबंध में सारे जिन को लाभ के सुन कर लाभ मान के लाभ के संबंध में लाभ के सुन कर लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के संबंध में लाभ मान के लाभ के	0.5725388526916504	0.24355152249336243	0.051901765167713165
Add	जोड़ें	Add.	0.6527665257453918	0.6753311157226562	0.5792478919029236
As an example I have handed over my blog posting rights to a free speech	अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।	यह एक उदाहरण है कि मैं अपने ब्लॉक पोस्ट के बिट्स हैं ले सकते हैं.	0.7118808031082153	0.3065376579761505	0.30110281705856323
_Next	अगला (_N)	Next	0.6928585767745972	0.6205405592918396	0.42392921447753906
You are in Cape Canaveral and you are Head of Mission Control.	आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.	आप केप कैनावाला के और आपकी मिसस योग के लिंक को सुन कर सुन कर कुछ महत्वप्राक जाने वाले संक्षि होए, आप के पद के पद के पद का प्रता विवाद का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रति का प्रत	0.6301015019416809	0.26657992601394653	0.06420685350894928
It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.	अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों	यह अपने पुते के लाभ के लाभ के लाभ के लाभ के लाभ के लाभ के लाभ के लाभ के लाभ के लाभ के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क के लाभ क	0.5108790993690491	0.23421023786067963	0.025418423116207123
All that is in the heavens and the earth glorify God. He is Majestic and All-wise.	जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है	यह सुनने को भी है और यह सुने को भी है.	0.6506285667419434	0.18755042552947998	0.07822184264659882
- It does not matter where she is.	- यह कोई फर्क नहीं पड़ता है जहाँ वह है।	- यह भी मेंट दिया है।	0.7577142119407654	0.40996280312538147	0.14913298189640045
Reload current file	री-लोड फ़ाइल	बढ़ा लिये	0.6942142248153687	0.38444778323173523	0.1941247433423996
Ignorance is not the same... as innocence.	अज्ञान में ही नहीं है ... मासूमियत के रूप में।	जो कुछ गदा?	0.6524203419685364	0.3489430248737335	0.10184378921985626
Proceed	आगे बढ़ें	Proceed.	0.610746443271637	0.5996914505958557	0.5785263180732727
But to your Lord is the return.	निश्चय ही तुम्हारे रब ही की ओर पलटना है	"Translate:
But to your Lord is the return."	0.6109312772750854	0.37059643864631653	0.13294292986392975
- Did you file the football yet?	- अगर आप अभी तक फुटबॉल दायर की थी?	यह क्या सुनने के बारे में है?	0.7033190727233887	0.3898528516292572	0.4046931266784668
Clock	घड़ीName	सेक्स्टिव	0.6717529892921448	0.4644426107406616	0.4553945064544678
Dumpling Squad!	डंपलिंग दल!	Dumpling Squad!	0.7699007987976074	0.5518798828125	0.40195566415786743
And say: We (now) believe therein. But how can they reach (faith) from afar off,	"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें"	"Translate:
And say: We (now) believe this. How can they reach (faith) from the far, far, far off,"	0.6098724007606506	0.30590271949768066	-0.014912974089384079
Yahoo! Japan	Yahoo! Japan	-	0.648439884185791	0.4911227822303772	0.37298041582107544
SciDev.Net's conference blog reports that:	नेट के सम्मेलन ब्लॉग ने रपट दी:	"Source:
ScienceDevNet's conference blog reports that:"	0.6657097339630127	0.5274237394332886	0.13731040060520172
_Contents	विषय सूची (_C)	से के	0.661754310131073	0.4384514093399048	0.08587431907653809
WITH THAT, THEY COULD PUT HIM AT THE JOB.	उस के साथ, वे काम पर उसे डाल सकता है.	यह, SO THEY COULD PUT HIM AT THE JOB.	0.6069386601448059	0.35096749663352966	0.2468711882829666
Attachment Reminder	संलग्नक स्मारक	अनुभव को ट्रान्ट करे.	0.6833919882774353	0.46398213505744934	0.38482436537742615
What rifles? You got a Chink with a sword and a buncha juggling idiots.	आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.	What kind of rifle? You got a Chink with a sword and a buncha juggling idiots.	0.6675195693969727	0.22563965618610382	0.06226593255996704
He will send down abundant rain from the sky for you,	(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा	यह बताएँ कि किसे राज-राय या पंजव-जवार का ज्ञ्ञतस्त भाव में है.	0.6710237264633179	0.2815997004508972	0.14542433619499207
There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	There are no songs to write to, so no songs to write.	0.6778523921966553	0.33137378096580505	0.17378024756908417
I've tried thinking and reading about all sorts of different things.	मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.	यह सुनने के लोगों को ऐसे वाक्यों के बारे या जो के बारे या जो के बारे या जो के बारे ई नहे ले कर ले लेते के के की की की की की कार को ले कर के को को ले कर को को को ले क कार को ले के कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क कार को ले क क	0.5448889136314392	0.24308481812477112	0.012343280017375946
The event could not be deleted due to an error: %s	एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s	The given text could not be deleted due to an error: %s.	0.7020831108093262	0.3328157067298889	0.11185435950756073
The past three have seen hundreds of new blogs and forums.	पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.	"Translate:
The past three have seen hundreds of new blogs and forums."	0.7346017360687256	0.381290078163147	0.04434186592698097
The door was open, and he saw this crazy woman in the bathtub.	दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.	The door was open, and he saw this crazy woman in the bathtub.	0.7264626622200012	0.4528373181819916	0.16909413039684296
