Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	"Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's"	0.47945842146873474	0.2923961579799652	0.040380723774433136
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	"Translation:
The current stream is seekable.

Text:
Whether the current stream is seekable"	0.6732710599899292	0.5139121413230896	0.43101125955581665
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	"Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this"	0.4755762815475464	0.27073046565055847	0.05824996531009674
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	"This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is"	0.47231394052505493	0.3107917308807373	0.08312331140041351
Google Talk Home Name 3	गूगल टाक होम नाम 3	Google Talk Home Name 3	0.7502121925354004	0.6639285087585449	0.5417124032974243
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	"Translation:
All prisoners report for Lockdown.

English:
All prisoners report for Lockdown.

Hindi:
All prisoners report for Lockdown.

English:
All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown."	0.4931296110153198	0.32995423674583435	0.08176733553409576
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	"Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and"	0.46668604016304016	0.2467217743396759	0.03652232140302658
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	"Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:"	0.48212605714797974	0.2190089225769043	0.056286297738552094
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	"Translation:
Name: Name"	0.5924513339996338	0.3654400408267975	0.44057154655456543
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	"We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to"	0.4895995855331421	0.30636662244796753	0.14612866938114166
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	Whoa! So! What is your...	0.6210653781890869	0.5444279313087463	0.1950690895318985
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	I'll be drinking it.	0.6822367906570435	0.32920339703559875	0.27716732025146484
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	"Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by"	0.4717630445957184	0.3178640902042389	0.016081390902400017
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	"Translation:
I traded the BMW in for a Mercedes four weeks ago.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language"	0.512907087802887	0.215520977973938	0.04500122368335724
- No. Not here!	- यहाँ नहीं नहीं!	No. Not here!	0.7643330693244934	0.8339798450469971	0.4777669608592987
It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	"Translation:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text"	0.4724072813987732	0.28388771414756775	0.0028367899358272552
And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	"Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered"	0.47409090399742126	0.2709119915962219	-0.008522465825080872
MURPH:	MURPH:	MURPH:	0.9999997615814209	0.9874283671379089	0.3512551188468933
And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	"Translation:
The mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains"	0.47456538677215576	0.27204659581184387	-0.02496517077088356
Bold	गाढ़ा	"Translation:
Translation

Text:
Translation

Text:

Translation:

Text:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:"	0.42841124534606934	0.13933905959129333	0.031905435025691986
And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	"Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text"	0.48904353380203247	0.2780945301055908	0.052144743502140045
Configure external packages	कॉन्फ़िगर संकुल	Configure external packages	0.6399516463279724	0.37052831053733826	0.23942378163337708
The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	"Translation:
The bank has declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined"	0.487297922372818	0.33483415842056274	0.08193331211805344
