Source_Dialogue	Reference	MT	BERTScore_F1	COMET	COMTAIL
Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	हाँ, यह ठीक है।	0.7695140242576599	0.6428998112678528	0.5921872854232788
Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	मुख्य प्रश्न के उत्तर है: हाँ, यह सुनिश्चित है कि यह सुनिश्चित है कि यह सुनिश्चित है कि यह सुनिश्चित है।	0.624367356300354	0.3688199818134308	0.39725521206855774
You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	"मार्गदर्शन:

अपने घर में दो अज्ञात लोगों को अनजान मार्गदर्शन देने के लिए।"	0.7423031330108643	0.45281437039375305	0.4440267086029053
This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	"This whole situation is completely fucked.

Translated to Hindi: यह पूरी स्थिति काफी ही फड़ल फड़ल में है।

(Note: ""Fucked"" is an informal and somewhat slang expression, but in Hindi, it's more commonly translated as ""काफी ही फड़ल फड़ल में है"" or ""काफी ही हो गया"""	0.6034778952598572	0.35383734107017517	0.061545927077531815
Google Talk Home Name 3	गूगल टाक होम नाम 3	"हिंदी में इसे संसूचित करने के लिए, मैं इसे निम्नलिखित प्रकार से प्रस्तुत कर सकता हूँ:

गूगल टॉक होम नाम 3"	0.7415333390235901	0.524427592754364	0.32295694947242737
All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	मुक्तियों के लिए लॉकडाउन में प्रत्येक व्यक्ति के लिए प्रार्थना की गई है।	0.8142005205154419	0.5297198295593262	0.5368381142616272
Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	नहीं, मैं इसे अंग्रेजी से हिंदी में संसूचित नहीं कर सकता।	0.6480193734169006	0.2796075642108917	0.2265465408563614
Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	तो साइनर को बंद कर दें।	0.6680191159248352	0.37991559505462646	0.3222515881061554
Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	Name:	0.6169866919517517	0.32316556572914124	0.3171778619289398
We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	"मैं समझता हूँ कि आप किसे से प्रकार के स्थान की जानकारी चाहते हैं:

हमें अस्पताल जाना चाहिए।"	0.7819560170173645	0.5081092715263367	0.37327390909194946
Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	"माफ़ कीजिये, लेकिन मैं इसे सीधे ही नहीं समझ पाया। यहाँ कुछ संभावित व्याख्याएँ हैं:

* ""Whoa!"" का अर्थ है ""वाह!"" या ""वास्तव में""।
* ""So..."" का अर्थ है ""तो"" या ""हाँ""।
* ""What is your..."" का अर्थ है ""क्या आप"" या ""क्या है""।

यदि आप किसी विशिष्ट व्याख्या की तलाश कर रहे हैं, तो कृपया मुझे बताएं।"	0.6321216821670532	0.5167785286903381	0.08100959658622742
I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	मैं नहीं पीता हूँ।	0.8799986243247986	0.7053095102310181	0.6063773036003113
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	"माफ़ कीजिये, यहाँ पूरी तरह से सटीक और पूरी तरह से सटीक होने पर:

देखें:

दो: ""वे कहेंगे कि अल्लाह ने झूठ के खिलाफ अल्लाह को कहा है?"" अगर अल्लाह चाहे तो अल्लाह को अपने दिल को बंद कर दे सकता है। अल्लाह झूठ को हटा देता है और सच्चाई को साक्षरता से साकार करता है। अल्लाह अच्छे से जानता है कि लोगों के पास किसी भी रहस्य को छुपा है।

(स्पष्टीकरण: मैंने किसी भी बदलाव या समायोजन नहीं किया है।)"	0.6896957755088806	0.48533758521080017	0.44196751713752747
No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	मेरे पास बीएम के लिए एक मेरी चार्ज के साथ कुछ समय पहले था, और मैंने उन्हें खरीदने के लिए कोई पैसे नहीं दिया था।	0.7003505229949951	0.39399775862693787	0.3320891261100769
- No. Not here!	- यहाँ नहीं नहीं!	- कोई नहीं है	0.840241014957428	0.8003017902374268	0.5721272826194763
It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	मार्गदर्शन के लिए, यह कहा जाता है कि वह उसे वापस आने के लिए प्रेरित करेगा जो अपने पीछे गया है।	0.6910141110420227	0.47455117106437683	0.3904958963394165
And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	अरे हमें उस पारस्परिक संयोजन में मिलकर काम करने के लिए बुलाया गया है।	0.7591168880462646	0.49251577258110046	0.48505011200904846
MURPH:	MURPH:	मूर्घ	0.6628241539001465	0.4966491162776947	0.5749874114990234
And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	"मOUNTAINS के निर्माण के बारे में पूछने के लिए: 
अर्थ: और मOUNTAINS के निर्माण के बारे में पूछने के लिए"	0.6058675646781921	0.36313363909721375	0.0923139899969101
Bold	गाढ़ा	बोल्ड	0.8317221999168396	0.4754451811313629	0.7307282090187073
And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	अरे वे वाकी ही कह रहे हैं कि मैंने तुम्हें तैयार किए हुए हैं।	0.7499006390571594	0.4852742850780487	0.3689687252044678
Configure external packages	कॉन्फ़िगर संकुल	अन्य प्रोग्राम के साथ संसाधनों को निर्देशित करें।	0.6359279751777649	0.4068407118320465	0.5895055532455444
The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	बैंक ने इस मामले में कोई बयान नहीं दिया, लेकिन यह बताया है कि यह माह में संशोधनों के लिए प्रारंभिक प्रासंगिक प्राप्त किए हैं।	0.7686914801597595	0.5686286091804504	0.5979938507080078
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.

(Translation: क्या वे जो दोषी के प्रयास कर रहे हैं उन्हें हमें उनके जीवन और मृत्यु को समान बनाने का विश्वास है कि उनका जीवन और मृत्यु उनके जीवन और मृत्यु को समान होगा? यह दोषी के प्रयास के बारे में बुरा विश्वास है।)

Note: The translation is faithful to the original meaning, and the word order and grammatical structure are preserved."	0.5957492589950562	0.27584031224250793	0.1478702276945114
Ignore him. He's senile.	ये तो सठीया गए हैं	"अरे! (Ahre!) 

अरे क्यों? (Ahre kya?) 

अरे क्यों तुमने मुझे देखा? (Ahre kya tumne mujhe dekha?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अरे तुमने मुझे देखा क्यों? (Ahre tumne mujhe dekha kya?)

अ"	0.4696091413497925	0.33579573035240173	0.05464766174554825
Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	माफ़ कीजिये, लेकिन मैं इसे सीधे नहीं समझ पाया। क्या आप विशिष्ट वाक्य को स्पष्ट करना चाहेंगे?	0.6393416523933411	0.44556736946105957	0.32699647545814514
Your names	EMAIL OF TRANSLATORS	अपने नाम	0.6408713459968567	0.32199719548225403	0.5556715726852417
translator-credits	राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page	"मूल टेक्स्ट: 
विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के लिए विद्रोहियों के"	0.46878814697265625	0.22695894539356232	-0.012506779283285141
Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.	मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है	विश्वजीविता के व्यक्तित्व को आकर्षक बनाने के लिए, पत्नियों, बच्चों, सोने वाले सोने की संपत्ति, शहाने के शहाने, गायों और ग्रामीण किसानों को आकर्षक बनाने के लिए वे सभी सामान को दिखाने के लिए वे व्यक्ति द्वारा बनाए जाते हैं। ये सभी व्यक्तित्व विश्वजीविता के बेहतर स्थान में रहने के लिए हैं।	0.7048392295837402	0.42850854992866516	0.5279600024223328
"And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me."""	"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।"""	"मैं समझता हूँ कि आप के पास क्या है। 

अर्थ: और प्रार्थना करें: ""हे मेरे पिता, मेरे प्रवेश को श्रेष्ठ बनाएं, और मेरे निकालने को श्रेष्ठ बनाएं, और मुझे आपकी शक्ति से मुझे संतान बनाएं जो मुझे सुरक्षा प्रदान कर सके।"""	0.7542303800582886	0.5447721481323242	0.5967091917991638
There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	मुख्य लिंक नहीं है।	0.7375686764717102	0.42411503195762634	0.1261458843946457
An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.	एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।	बंगाल के बारे में बुनियादी संस्कृति के बारे में लेख लिखने वाले सामान्य नागरिक ने पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपरिक प्रतीकों के साथ पाहेला बाईशाख के पारंपर	0.6363140344619751	0.40485939383506775	0.13946154713630676
Can nothing be done? !	कुछ भी नहीं किया जा सकता है?	"माफ़ कीजिये, लेकिन मैं इसे अंग्रेजी से हिंदी में नहीं समझ सकता। 

मैं आपको इसे अंग्रेजी से हिंदी में संसूचित नहीं कर सकता।"	0.6529879570007324	0.3987262547016144	0.22963066399097443
- You hit him with a bicycle pump?	- तुमने उसे एक साइकिल पंप से मारा?	- क्योंने उस व्यक्ति को बाइक पंप से मारा हुआ है?	0.8431186079978943	0.6186907887458801	0.6595332026481628
I worried they take you away from me.	मुझे लगता है वे मुझे से दूर ले चिंतित है.	मैं चिंता की कि वे आपको मुझसे दूर ले जाएंगे।	0.7944695353507996	0.821922242641449	0.6318811178207397
Y-you're gonna wear out the spring coil.	छल्लेदार स्प्रिंग घिस जाएगी।	मैं आपको स्ट्रिंग को स्प्रिंग को पूरी तरह से काटने का सुझाव देता हूँ।	0.722399115562439	0.4487885534763336	0.41739821434020996
I don't know.	मैं नहीं जानता.	मैं नहीं जानता	0.9201160073280334	0.9776294231414795	0.9223523139953613
Korean (_UHC)	कोरियाई (_UHC)	"Korean हिंदी में लिखने के लिए, ""Korean"" को ""कोरियान"" से बदल दिया जाता है।

कोरियान हिंदी में लिखने के लिए, ""Korean"" को ""कोरियान"" से बदल दिया जाता है।

कोरियान हिंदी में लिखने के लिए, ""Korean"" को ""कोरियान"" से बदल दिया जाता है।

कोरियान हिंदी में लिखने के लिए, ""Korean"" को ""कोरियान"" से बदल दिया जाता है।

कोरियान हिंदी में लिखने के लिए, ""Korean"" को ""कोरियान"" से बदल दिया जाता है।

कोरियान हिंदी में लिखने के लिए, ""Korean"" को ""कोरियान"" से बदल दिया जाता है।

कोरियान हिं"	0.5449193716049194	0.37632468342781067	0.0014013908803462982
No. You know what I'm gonna do for you?	नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?	मैं समझता हूँ कि आप मुझे क्या करना चाहेंगे।	0.7475709319114685	0.6135961413383484	0.4529191553592682
If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’	"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।"""	If आप उनसे पूछता हैं कि 'जिन्हें पृथ्वी और पृथ्वी के निर्माण के लिए कहा जाता है, उन्हें कहें कि 'अल्लाह'। पूछें, 'आपके द्वारा किसी भी बात को प्रार्थना करते हैं जो अल्लाह के बारे में सोचते हैं?' उन्हें कहें, 'अल्लाह के लिए क्या आप किसी भी कठिनाई को प्रार्थना करना चाहते हैं?' उन्हें कहें, 'अल्लाह के लिए क्या आप किसी भी दया को प्रार्थना करना चाहते हैं?' उन्हें कहें, 'अल्लाह सUFFICIENT है'। उन्हें कहें, 'अल्लाह के लिए क्या आप किसी भी दया को प्रार्थना करना चाहते हैं?' उन्हें कहें, 'अ	0.6841118931770325	0.3956582248210907	0.21180014312267303
"So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great."	"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है"	"तो जब उसका पति अपने टी-शर्ट को पीछे की ओर काट लिया, तो उसने कहा, ""हाँ, यह महिलाओं के योजना का है। हाँ, आपकी योजना बहुत अच्छी है।"	0.7626525163650513	0.6147443056106567	0.6539501547813416
Show field i_n View	दृश्य में क्षेत्र दिखायें (_n)	"हिंदी में इसे निम्नलिखित प्रकार में प्रस्तुत किया गया है:

विस्तार: शो फील्ड आई न देखें

विस्तार के लिए विवरण:

शो फील्ड को देखने के लिए, आपको किसी विशेष स्थान या स्थानीय स्थान पर जाना होगा।"	0.6290690898895264	0.38111183047294617	0.27879300713539124
Thanks. I think.	शुक्रिया, मेरे खयाल से।	"मैं समझता हूँ। 

त्याग।"	0.704068660736084	0.5149062871932983	0.429757297039032
Maybe the even the shroud itself, everything.	शायद यह भी कफन ही, सब कुछ.	"मैं समझता हूँ कि आप क्या कहना चाहते हैं कि:

मैं सोचता हूँ कि शroud किसी भी चीज़ के बारे में भी है।"	0.6476255655288696	0.3254746198654175	0.08021655678749084
I've seen pushing carts around army camps making grand claims about jars full of pig shit...	मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...	"मैंने इस पाठ को अंग्रेजी से हिंदी में संसूचित किया है:

मैंने देखा कि मैंने सैन्य कैंपस में बार-बार ट्रैक्टर को पार कर रहे हैं और वे बड़े-बड़े बयान दे रहे हैं कि पेट के खाने की बोतल में पेट के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने के खाने"	0.6248964667320251	0.2938854992389679	0.14715918898582458
Add	जोड़ें	अद्यतन	0.8000243902206421	0.5392438769340515	0.8770586252212524
As an example I have handed over my blog posting rights to a free speech	अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।	मैंने अपने ब्लॉग पोस्ट के अधिकार को फ्री स्प्रेस को दिया है।	0.7292667031288147	0.5430864095687866	0.6115804314613342
_Next	अगला (_N)	अंतिम	0.639145016670227	0.5821759104728699	0.6034923791885376
You are in Cape Canaveral and you are Head of Mission Control.	आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.	"मार्गदर्शन:

आप केप कैनेवल में हैं और मार्गदर्शन के अधिकारी हैं।"	0.7699571847915649	0.6621047854423523	0.8178584575653076
It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.	अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों	"मार्गदर्शन के लिए मैं इसे अंग्रेजी से हिंदी में संस्करण प्रदान कर सकता हूँ:

यह अपने फल को पूरी तरह से समय-समय पर प्राप्त करता है, उसके पास मार्गदर्शन के लिए। और अल्लाह दिया हुआ उदाहरणों के लिए लोगों को संदेश देता है कि वे कुछ भी सोच सकते हैं कि वे किसी भी बात को याद करेंगे।"	0.6959937214851379	0.5027863383293152	0.311973512172699
All that is in the heavens and the earth glorify God. He is Majestic and All-wise.	जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है	"मुस्तैद है कि मैं इसे सही अनुवाद कर सकूँ।

All that is in the heavens and the earth glorify God. He is Majestic and All-wise."	0.6132818460464478	0.34564828872680664	0.19130156934261322
- It does not matter where she is.	- यह कोई फर्क नहीं पड़ता है जहाँ वह है।	"में दिए गए संदेश का हिंदी संस्करण है:

- वह किसी भी स्थान पर है।"	0.7245190143585205	0.38791653513908386	0.13790105283260345
Reload current file	री-लोड फ़ाइल	पुनः संसाधन को अद्यतन करें	0.6355171203613281	0.4900738000869751	0.787993848323822
Ignorance is not the same... as innocence.	अज्ञान में ही नहीं है ... मासूमियत के रूप में।	अनजान होना और शिष्ट होना दोनों ही अलग हैं।	0.6742804050445557	0.5757007002830505	0.6832948327064514
Proceed	आगे बढ़ें	प्रगति	0.7587135434150696	0.6049436926841736	0.7570741772651672
But to your Lord is the return.	निश्चय ही तुम्हारे रब ही की ओर पलटना है	बता दे तुम्हारे पास मेरे पास वापस आ जाओ।	0.7254375219345093	0.3743632435798645	0.2409910410642624
- Did you file the football yet?	- अगर आप अभी तक फुटबॉल दायर की थी?	- क्या फुटबॉल को फाइल किया गया है?	0.7990126013755798	0.6542733311653137	0.6159054040908813
Clock	घड़ीName	स्टार्ट	0.6598436236381531	0.4712923467159271	0.4564560055732727
Dumpling Squad!	डंपलिंग दल!	दुमलिंग स्क्विड	0.7415145635604858	0.4854072332382202	0.6654201745986938
And say: We (now) believe therein. But how can they reach (faith) from afar off,	"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें"	अर्थ: और कहें: हम (नOW) सोचते हैं कि यहाँ (अफार) से (FROM) कैसे (HOW) प्राप्त हो सकता है।	0.6625053286552429	0.3942386209964752	0.27626582980155945
Yahoo! Japan	Yahoo! Japan	याह्यो जापान	0.6773776412010193	0.5363872647285461	0.5897568464279175
SciDev.Net's conference blog reports that:	नेट के सम्मेलन ब्लॉग ने रपट दी:	साइंस डिवाइस नेट (SciDev.Net) के सम्मेलन लेख के अनुसार:	0.7245447039604187	0.6908359527587891	0.6860305666923523
_Contents	विषय सूची (_C)	मूल सामग्री	0.7352972626686096	0.644772469997406	0.8550883531570435
WITH THAT, THEY COULD PUT HIM AT THE JOB.	उस के साथ, वे काम पर उसे डाल सकता है.	साथ में वे उस काम को पास कर सकते हैं।	0.8343777656555176	0.548655092716217	0.5609634518623352
Attachment Reminder	संलग्नक स्मारक	अत्यार के प्रासंगिक	0.7108820676803589	0.38846054673194885	0.194868803024292
What rifles? You got a Chink with a sword and a buncha juggling idiots.	आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.	What rifle? You got a Chink with a sword and a bunch of juggling idiots.	0.683430016040802	0.2189013659954071	0.040506940335035324
