	Source_Dialogue	Reference	MT
12	You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	"हिंदी में अनुवाद:
आप दो अनजान लोगों को यह घर बिना अनुमति के द्वारा अंदर ले आए।"
13	This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	यह पूरी स्थिति पूरी तरह से बिल्कुल फड्डी है।
14	Google Talk Home Name 3	गूगल टाक होम नाम 3	"हिंदी में अनुवाद:
गूगल टॉक होम नाम 3"
15	All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	"हिंदी में अनुवाद:
प्रत्येक कैदी लॉकडाउन के लिए प्रार्थना करता है।"
16	Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	देखा, बिना विश्वास के निश्चित नहीं थे कि आकाश और पृथ्वी एक साथ थे, इसलिए हम उन्हें अलग कर दिया और पानी से जीवन को बनाने वाले सभी जीवों को हमने बनाया। इसलिए, वे क्या स्वीकार करेंगे?
17	Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	"हिंदी में अनुवाद:
सेंसर को बंद करें।"
18	Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	Name:
19	We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	हॉस्पिटल जाने की सलाह देते हैं
20	Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	हाँ! तो... क्या आपके पास है
21	I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	मैं नहीं पीना चाहता।
22	Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	"देखें: ""वह किसी भी बात को अल्लाह के खिलाफ नहीं कह सकता?"" अल्लाह को चाहिए वह भी आपके दिल को बंद कर सकता है। अल्लाह के शब्दों के माध्यम से सच्चाई को साकार करता है। अल्लाह किसी भी गुप्त बात को साफ कर सकता है और सच्चाई को साकार करता है। अल्लाह किसी भी गुप्त बात के बारे में जानता है।"
23	No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	"मैं आपकी बात समझता हूँ। लेकिन मैं आपके लिए इसे हिंदी में अनुवाद करने में असमर्थ हूँ। मैं किसी भी जानकारी को जोड़, रिमूव करें, या बदलने का प्रयास नहीं करूँगा।

अर्थ: मैंने बीएमडी को मेरे लिए चार सप्ताह से पहले मेरे लिए बेच दिया था।"
24	- No. Not here!	- यहाँ नहीं नहीं!	"हिंदी में अनुवाद:
- नहीं (नहीं)"
25	It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	"हिंदी में अनुवाद:
यह उसे जो अपनी पीठ को झुका दिया और वापस चला गया, उसे विरोधी के साथ बुलाने के लिए मजबूर कर देगा।"
26	And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	अरे हमें इकट्ठा किया गया है।
27	MURPH:	MURPH:	मुर्फ
28	And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	अन्य माउंटेन्स के बारे में प्रश्न: और क्यों वे स्थापित किए गए हैं?
29	Bold	गाढ़ा	बोल्ड
30	And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	अरे वो शब्द जो मैं तुम्हें बोलना चाहता हूँ।
31	Configure external packages	कॉन्फ़िगर संकुल	अन्य संसाधनों को स्थापित करें
32	The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	बैंक ने इस संबंध में कोई बयान दिया है, लेकिन यह बताया है कि यह इस महीने से स्थितियों के लिए प्राप्त किए गए अनुरोधों के बारे में स्पष्ट नहीं है।
33	What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	"What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.

(हिन्दी में)
वह! क्या जो लोग बुरे तरीकों की तलाश में हैं उन्हें यह सोचते हैं कि हम उन्हें ईमानदारी से समान स्थान देंगे, उन्हें जीवन और मृत्यु के साथ समान जीवन और मृत्यु का सामना करना पड़ेगा? यह निर्णय बहुत बुरा है।"
34	Ignore him. He's senile.	ये तो सठीया गए हैं	अपमान करें. वे बीमार हैं।
35	Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	असफल हो गया कि किसी के डीएन के लिए डीएन का निर्धारित करने में कामयाबी हुई
36	Your names	EMAIL OF TRANSLATORS	आपके नाम
37	translator-credits	राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page	त्रांस्लेशन: ट्रांस्लेटर-क्रेडिट
38	Worldly desires, wives, children, accumulated treasures of gold and silver, horses of noble breed, cattle, and farms are all made to seem attractive to men. All these are the bounties of the worldly life but in the life to come God has the best place for people to dwell.	मनुष्यों को चाहत की चीजों से प्रेम शोभायमान प्रतीत होता है कि वे स्त्रिमयाँ, बेटे, सोने-चाँदी के ढेर और निशान लगे (चुने हुए) घोड़े हैं और चौपाए और खेती। यह सब सांसारिक जीवन की सामग्री है और अल्लाह के पास ही अच्छा ठिकाना है	भरोस्त व्यक्तियों के साथ व्यक्तिगत संबंध बनाने के लिए दुनिया के व्यावसायिक इच्छाओं, पत्नियों, बच्चों, कुल मालिकों के सामान, शहद और बकरियों के सामान, खेतों के सामान और बागवानी को दिखाने वाले सभी सामान को दिखाने वाले लोगों को आकर्षक बनाने के लिए दुनिया के जीवन के सामान को दिखाने वाले लोगों के लिए बेहतर स्थान में रख दिया गया है।
39	"And pray: ""O my Lord, let my entry be with honour, and let my exit be with honour, and grant me power from You which would help (sustain) me."""	"और कहो, ""मेरे रब! तू मुझे ख़ूबी के साथ दाख़िल कर और ख़ूबी के साथ निकाल, और अपनी ओर से मुझे सहायक शक्ति प्रदान कर।"""	"मैं आपकी बात समझता हूँ। यहाँ है संस्करण:

और मैंने प्रार्थना की: ""अरे मेरे भगवान, मेरी प्रवेश और निकास को सम्मान के साथ ही, और मेरी प्रगति को सम्मान के साथ ही, और मुझे आपकी शक्ति से मुझे सेवा करने का अवसर मिले जो मुझे सुरक्षित करे।"""
40	There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	"हिंदी में अनुवाद:
नहीं है कि लिखने के लिए कोई गीत है जो गाने के लिए लिखने के लिए"
41	An ordinary citizen writes about the rich culture of celebrating the Bangla New Year, Pahela Baishakh in Bangladesh.	एन आर्डिनेरी सिटिज़न ने बांग्लादेश में बांग्ला नववर्ष पोएला बोइशाख के पारंपरिक उत्सव और सांस्कृतिक धरोहर के बारे में पोस्ट लिखी है।	बंगाली नववर्ष की समृद्ध संस्कृति के बारे में एक सामान्य नागरिक लिखता है।
42	Can nothing be done? !	कुछ भी नहीं किया जा सकता है?	"हिंदी में अनुवाद:
क्या कुछ भी किया जा सकता है?"
43	- You hit him with a bicycle pump?	- तुमने उसे एक साइकिल पंप से मारा?	- तुमने उसे बाइक पंप से मारा?
44	I worried they take you away from me.	मुझे लगता है वे मुझे से दूर ले चिंतित है.	"हिंदी में अनुवाद:
मैं चिंता करता हूं कि वे तुम्हें मुझ से दूर ले जाएंगे।"
45	Y-you're gonna wear out the spring coil.	छल्लेदार स्प्रिंग घिस जाएगी।	हैंगी: तुम वार्टिंग को फुलाने के लिए तैयार हो जाओगे।
46	I don't know.	मैं नहीं जानता.	"हिंदी में अनुवाद:
मैं नहीं जानता।"
47	Korean (_UHC)	कोरियाई (_UHC)	कोरियाई (कोरियाई)
48	No. You know what I'm gonna do for you?	नहीं, तुम्हें पता है मैं तुम्हारे लिए क्या कर रहा हूँ पता है क्या?	हाँ, मैं आपको बताने के लिए तैयार हूँ।
49	If you ask them, ‘Who created the heavens and the earth?’ they will surely say, ‘Allah.’ Say, ‘Have you considered what you invoke besides Allah? Should Allah desire some distress for me, can they remove the distress visited by Him? Or should He desire some mercy for me, can they withhold His mercy?’ Say, ‘Allah is sufficient for me. In Him let all the trusting put their trust.’	"यदि तुम उनसे पूछो कि ""आकाशों और धरती को किसने पैदा किया?"" को वे अवश्य कहेंगे, ""अल्लाह ने।"" कहो, ""तुम्हारा क्या विचार है? यदि अल्लाह मुझे कोई तकलीफ़ पहुँचानी चाहे तो क्या अल्लाह से हटकर जिनको तुम पुकारते हो वे उसकी पहुँचाई हुई तकलीफ़ को दूर कर सकते है? या वह मुझपर कोई दयालुता दर्शानी चाहे तो क्या वे उसकी दयालुता को रोक सकते है?"" कह दो, ""मेरे लिए अल्लाह काफ़ी है। भरोसा करनेवाले उसी पर भरोसा करते है।"""	"If आप उनसे पूछ, 'क्या नाराज़गी के प्रकार के हैं जो आकाश और पृथ्वी को बनाया?' वे स्पष्ट रूप से कहेंगे, 'अल्लाह.' 

अपने प्रश्न के उत्तर में, 'आपको क्या चिंता है जो आप अल्लाह के बारे में नहीं सोचते?' उनसे पूछें, 'अल्लाह को क्या चाहिए? अल्लाह को क्या चाहिए कि मुझे कोई दर्द हो?' 'अल्लाह को कोई दर्द होने के लिए क्या चाहिए?' उनसे पूछें, 'अल्लाह को कोई दर्द होने के लिए क्या चाहिए? अल्लाह को कोई दर्द होने के लिए क्या चाहिए?' 'अल्लाह को कोई दर्द होने के लिए क्या चाहिए?' उन"
50	"So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great."	"फिर जब देखा कि उसका कुर्ता पीछे से फटा है तो उसने कहा, ""यह तुम स्त्रियों की चाल है। निश्चय ही तुम्हारी चाल बड़े ग़ज़ब की होती है"	"हिंदी में अनुवाद:
जब उसका पति अपने शर्ट को पीछे की ओर धकेल दिया तो उसने कहा, ""हाँ, यह महिलाओं की योजना है। हाँ, आपकी योजना बहुत अच्छी है।"
51	Show field i_n View	दृश्य में क्षेत्र दिखायें (_n)	"हिंदी में अनुवाद:
विवरण को दिखाएं i_n वीडियो"
52	Thanks. I think.	शुक्रिया, मेरे खयाल से।	"मैं आपकी बात समझता हूँ। लेकिन मैं आपको यहाँ कुछ गलत करने का संकल्प नहीं रख सकता। इसलिए, मैं आपको यहाँ कुछ हिंदी में प्रतिकृति दे सकता हूँ।

मैं आपको यहाँ दिया गया है:

धन्यवाद। मुझे लगता है कि।"
53	Maybe the even the shroud itself, everything.	शायद यह भी कफन ही, सब कुछ.	"मैं समझता हूँ कि आप क्या कहना चाहते हैं:

बिल्कुल, शायद यह भी ही शroud ही है, कुछ भी"
54	I've seen pushing carts around army camps making grand claims about jars full of pig shit...	मैं सेना शिविरों के आसपास गाड़ियां धक्का देखा है सुअर गंदगी से भरा जार के बारे में भव्य दावा कर ...	"हिंदी में अनुवाद:
मैंने देखा है कि सैनिक कैंपों में घूमते हुए बड़े बयानों के साथ मांगेंगे कि पेट के भरे खिलौने की बोतलों की एक बड़ी संख्या है।"
55	Add	जोड़ें	"हिंदी में अनुवाद:
अड़"
56	As an example I have handed over my blog posting rights to a free speech	अपने ब्लॉग अंतर्राष्ट्रीय रिपोर्टरों और चिट्ठाकारों के सुपुर्द कर उन्हें जारी रखें।	"हिंदी में अनुवाद:
मैंने एक उदाहरण के रूप में अपनी ब्लॉग पोस्ट के लिए मुक्त वाचन की अनुमति दी है।"
57	_Next	अगला (_N)	नेक
58	You are in Cape Canaveral and you are Head of Mission Control.	आप केप केनवरल में हैं और आप मिशन कंट्रोल के प्रमुख हैं.	"हाँ, यहाँ है संस्करण:

आप केप कैनवेरल में हैं और आप मिशन कंट्रोल के अधिकारी हैं।"
59	It produces its fruit all the time, by permission of its Lord. And Allah presents examples for the people that perhaps they will be reminded.	अपने रब की अनुमति से वह हर समय अपना फल दे रहा हो। अल्लाह तो लोगों के लिए मिशालें पेश करता है, ताकि वे जाग्रत हों	"हिंदी में अनुवाद:

यह अपने फल को हमेशा बनाता है, भगवान की अनुमति के साथ। और अल्लाह लोगों को उदाहरण देता है, जो कि वे कुछ बातें सुनिश्चित कर सकते हैं कि वे सोचने के लिए प्रेरित होंगे।"
60	All that is in the heavens and the earth glorify God. He is Majestic and All-wise.	जो जो चीज़ सारे आसमान व ज़मीन में है सब ख़ुदा की तसबीह करती है और वही ग़ालिब हिकमत वाला है	हिमालय और पृथ्वी पर सभी को भगवान की पूजा करने की बात करते हैं। वह शांत और सभी के साथ विचार करने वाला है।
61	- It does not matter where she is.	- यह कोई फर्क नहीं पड़ता है जहाँ वह है।	"हिंदी में अनुवाद:
- वह किसी भी स्थान पर है"
62	Reload current file	री-लोड फ़ाइल	रिफाइल किए गए फाइल
63	Ignorance is not the same... as innocence.	अज्ञान में ही नहीं है ... मासूमियत के रूप में।	अज्ञान क्योंकि नैतिकता नहीं है।
64	Proceed	आगे बढ़ें	प्रोसेस कर
65	But to your Lord is the return.	निश्चय ही तुम्हारे रब ही की ओर पलटना है	बाप के पास जाने का समय है।
66	- Did you file the football yet?	- अगर आप अभी तक फुटबॉल दायर की थी?	- क्या फुटबॉल फाइल कर लिया गया है?
67	Clock	घड़ीName	हिंदी में: क्लॉक
68	Dumpling Squad!	डंपलिंग दल!	दुमलिंग स्क्विड
69	And say: We (now) believe therein. But how can they reach (faith) from afar off,	"और कहेंगे, ""हम उसपर ईमान ले आए।"" हालाँकि उनके लिए कहाँ सम्भव है कि इतने दूरस्थ स्थान से उसको पास सकें"	अर्थ: और कहें: हम अब सोचते हैं कि वहाँ (अब) वे (अब) से कैसे (कैसे) प्राप्त करेंगे।
70	Yahoo! Japan	Yahoo! Japan	याहू जापान
71	SciDev.Net's conference blog reports that:	नेट के सम्मेलन ब्लॉग ने रपट दी:	स्काईडेव नेट के कार्यशाला ब्लॉग के अनुसार:
72	_Contents	विषय सूची (_C)	सामग्री
73	WITH THAT, THEY COULD PUT HIM AT THE JOB.	उस के साथ, वे काम पर उसे डाल सकता है.	"है क्या? (Ha kya?)

Translation:
क्या हो? (Kya ho?)

Explanation:
- है क्या? (Ha kya?) - क्या हो? (Kya ho?)
- क्या हो? (Kya ho?) - है क्या? (Ha kya?)

Note: The translation is in Hindi, but the original text is in English."
74	Attachment Reminder	संलग्नक स्मारक	अटैचमेंट रेमाइंड
75	What rifles? You got a Chink with a sword and a buncha juggling idiots.	आप एक तलवार और जादू बेवकूफों का एक गुच्छा के साथ एक झनझन मिला.	"हिंदी में अनुवाद:
राइफल क्या हैं? तुम्हें एक चिंक के साथ एक तलवार और एक जाल में घूमने वाले लोग हैं।"
76	He will send down abundant rain from the sky for you,	(और) तुम पर आसमान से मूसलाधार पानी बरसाएगा	हे तुम्हें बारिश के लिए सारी सारी बारिश मिलेगी।
77	There are no songs to write to disc	डिस्क में लिखने के लिए कोई गीत नहीं है	"हिंदी में अनुवाद:
नहीं है कि लिखने के लिए कोई गीत है जो गाने के लिए लिखने के लिए"
78	I've tried thinking and reading about all sorts of different things.	मैंने बहुत-सी चीज़ों के बारे में सोचने और पढ़ने की कोशिश की है.	"हिंदी में अनुवाद:
मैंने सोचा और पढ़ किया है कि कुछ भी अलग-अलग चीजों पर विचार किया है।"
79	The event could not be deleted due to an error: %s	एक त्रुटि के कारण कार्यक्रम विलोपित नहीं किया जा सका: %s	"हिंदी में अनुवाद:
यह घटना को हटाने के लिए एक प्रकार का मैलस्क्रीन हो सकता है: %s"
80	The past three have seen hundreds of new blogs and forums.	पिछले तीन वर्षों में सैकड़ों नए ब्लॉग और फ़ोरम बने हैं.	"हिंदी में अनुवाद:
पिछले तीन से अधिक हैं नए लोगों के लिए कई नई ब्लॉग और फोरम देखे गए हैं।"
81	The door was open, and he saw this crazy woman in the bathtub.	दरवाजा खुला था, और उसने बाथ टब में उस पागल औरत को देखा.	दीवार खुली थी, और वह क्रांतिकारी महिला बाथ में खड़ी थी।
82	You're late, pretty boy.	तुम देर से, सुंदर लड़के हैं.	"हिंदी में अनुवाद:
तुम लेट गए हो।"
83	And I don't want to work with you.	और मैं तुम्हारे साथ काम करने के लिए नहीं करना चाहती.	अरे मैं तुमसे काम करना नहीं चाहता।
84	Battery at warning level	बैटरी चेतावनी स्तर पर हैComment	बैटरी की सुरक्षा स्तर पर अलार्म
85	Let me hear a massive cheer for getting Climate Camp 2009 started!	मुझे ज़ोर से हर्षध्वनी सुनाई देनी चाहिए, क्लाइमेट कैम्प 2009 को आरम्भ करने के लिए	"मैं आपको Climate Camp 2009 की शुरुआत के लिए एक बड़ा चैंपियन की आवाज सुनाने के लिए आमंत्रित करने की कोशिश करूंगा।

(Translation: Let me hear a massive cheer for starting Climate Camp 2009!)"
86	_Image	छवि (_I)	मानचित्र
87	Open the selected image with a different application	चयनित छवि भिन्न अनुप्रयोग से खोलें	मुख्य प्रारूप को बदलने के लिए चुना हुआ फोटो को एक अन्य प्रारूप में खोलें।
88	Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.	तुम सबका पैदा करना और फिर (मरने के बाद) जिला उठाना एक शख्स के (पैदा करने और जिला उठाने के) बराबर है बेशक ख़ुदा (तुम सब की) सुनता और सब कुछ देख रहा है	अपनी सृजन और अपने विकास को एक ही आत्मा के रूप में मानें। भगवान सभी सुनने और देख सकते हैं।
89	"""And O my people! I fear for you a Day when there will be Mutual calling (and wailing),-"	और ऐ मेरी क़ौम के लोगो! मुझे तुम्हारे बारे में चीख़-पुकार के दिन का भय है,	मेरे लोगों! मैं आपको एक दिन की चिंता करता हूँ जब आपको एक साथ कॉल करने और दुख से भरा होने का अनुभव होगा।
90	If Hasan Khan's security has been compromised, then it is a very serious matter.	अगर हसन खान की सुरक्षा के साथ समझौता किया गया है तो यह बहुत गंभीर बात है।	हसैन खान की सुरक्षा को कमजोर किया गया है, तो यह बहुत गंभीर मामला है।
91	He said: Lo! I fain would marry thee to one of these two daughters of mine on condition that thou hirest thyself to me for (the term of) eight pilgrimages. Then if thou completest ten it will be of thine own accord, for I would not make it hard for thee. Allah willing, thou wilt find me of the righteous.	(और इनमें दोनों बातें पायी जाती हैं तब) शुएब ने कहा मै चाहता हूँ कि अपनी दोनों लड़कियों में से एक के साथ तुम्हारा इस (महर) पर निकाह कर दूँ कि तुम आठ बरस तक मेरी नौकरी करो और अगर तुम दस बरस पूरे कर दो तो तुम्हारा एहसान और मै तुम पर मेहनत मशक्क़त भी डालना नही चाहता और तुम मुझे इन्शा अल्लाह नेको कार आदमी पाओगे	हे! मैं तुम्हें दो मेरी बेटियों में से एक को शादी करना चाहता हूं, जिसे मैं (पांच साल की अवधि के लिए) तुम्हारे लिए मेरे साथ यात्रा करने की अनुमति दूंगा। यदि तुम मेरे लिए पांच यात्राओं को पूरा करते हैं, तो यह तुम्हारी सहमति होगी, क्योंकि मैं इसे सुलझाने में आपकी मदद नहीं कर सकता। अल्लाह की इच्छा में, आप मुझसे सही होंगे।
92	You got paint on you.	तुम्हारे रंग लग गया है.	हैवा हो गया है कि आप पर रंग लग गया है।
93	Hello, my name is Dick Hallorann.	नमस्ते, मेरा नाम डिक हैलोरन है.	हैलो, मेरा नाम डिक हॉलरन।
94	We are the best Knower of that which they say, and thou art not over them over them tyrant. Wherefore admonish thou by the Qur'an him who feareth My threat.	हम जानते है जो कुछ वे कहते है, तुम उनपर कोई ज़बरदस्ती करनेवाले तो हो नहीं। अतः तुम क़ुरआन के द्वारा उसे नसीहत करो जो हमारी चेतावनी से डरे	"हिंदी में अनुवाद:

हमें यह बताते हैं कि वे कहते हैं कि हम उन्हें बताते हैं जो वे कहते हैं, और तुम उन पर शासन नहीं करते। क्योंकि क्यों न तुम उन पर अपनी धमकी की चेतावन दो।"
95	Bhairava!	भैरवा!	बह्राव!
96	If my dad could see me now...	यदि मेरे पिता अब मुझे देख सकता था...	If my dad could see me now, he would be very happy.
97	Tet's offline in 15 minutes.	15मिनटमेंTet केऑफ़लाइन	तेथ के ऑफलाइन होने की घोषणा 15 मिनट के भीतर होगी।
98	..that we're going to be blessed with a girl instead of useless boys.	..that हम बेकार लड़के के बजाय एक लड़की के साथ धन्य हो जा रहे हैं।	"हिंदी में अनुवाद:
हमें एक लड़की के साथ खुशी का अनुभव करेंगे, जो हमारे बालों को बुरा करने वाले लड़कों के बजाय होंगे।"
99	Add	जोड़ें (d)	"हिंदी में अनुवाद:
अड़"
100	L have your child.	मैं अपने बच्चे है.	ले तुम्हारा बच्चा
101	Tweedledee and Tweedledum went out the door, and in came Tweedle Dumb and Dumber.	दोनों नाकारा लोगों को दरवाज़ा दिखाया गया... और आए दो और नाकारा लोग।	तweedledee और तweedledum ने बाहर निकले, और तweedle Dumb और Dumber ने बाहर आया।
102	And glorify His Praises morning and afternoon [the early morning (Fajr) and 'Asr prayers].	और प्रातःकाल और सन्ध्या समय उसकी तसबीह करते रहो -	अर्थ: और प्रेमिता की पूजा को सुबह और शाम के पहले समय (फजर और 'अस्र) के दिनों में प्रार्थना करें।
103	2O million pounds.	2O लाख पाउंड.	दो लाख पाउंड।
104	Exaltations be to the Lord of the heavens and the earth, the Lord of the Throne, above that which they describe'	"आकाशों और धरती का रब, सिंहासन का स्वामी, उससे महान और उच्च है जो वे बयान करते है।"""	"हिंदी में अनुवाद:
अर्थ के प्रति ध्यान देते हुए, ""अर्थ को पृथ्वी के आकाश और भगवान के पास की बातों के ऊपर"" के लिए अर्थों को प्राप्त करें।"
105	- You need a time-out!	- तुम्हें अकेले रहना चाहिए!	- तुम्हें समय के ब्रेक की आवश्यकता है।
106	%s (%s)	%s (%s)	"हिंदी में अनुवाद:
सही अनुवाद: से (से)"
107	I have been expecting you Captain. Perhaps you would like some tea.	मैं तुम्हारे लिए इंतजार कर रहा था कप्तान- शायद आपको कुछ चाय पसंद है?	"हिंदी में अनुवाद:
मैंने तुम्हें कपड़े पहने हुए हूं। क्या तुम कुछ चाय पी सकते हो?"
