	Source_Dialogue	Reference	MT
10	Is it cool like Phil's?	यह अच्छा है फिल की तरह है?	"Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's cool like Phil's.

English Translation:
It's cool like Phil's.

Hindi Translation:
It's"
11	Whether the current stream is seekable	क्या मौजूदा स्ट्रीम seekable है	"Translation:
The current stream is seekable.

Text:
Whether the current stream is seekable"
12	You let two unknown men enter this house uninvited.	आप दो अज्ञात पुरुषों इस घर बिन बुलाए दर्ज करें.	"Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this house uninvited.

Text:
You let two unknown men enter this house uninvited.

Translation:
Two men enter this"
13	This whole situation is completely fucked.	यह पूरी स्थिति पूरी तरह से गड़बड़ है.	"This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is completely fucked.

Text:
This whole situation is"
14	Google Talk Home Name 3	गूगल टाक होम नाम 3	Google Talk Home Name 3
15	All prisoners report for Lockdown.	सभी कैदी लॉकडाउन के लिए रिपोर्ट करो.	"Translation:
All prisoners report for Lockdown.

English:
All prisoners report for Lockdown.

Hindi:
All prisoners report for Lockdown.

English:
All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown.

English: All prisoners report for Lockdown.

Hindi: All prisoners report for Lockdown."
16	Did not the disbelievers observe that the heavens and the earth were together, so We parted them, and we made every living thing from water? So will they not accept faith?	जो लोग काफिर हो बैठे क्या उन लोगों ने इस बात पर ग़ौर नहीं किया कि आसमान और ज़मीन दोनों बस्ता (बन्द) थे तो हमने दोनों को शिगाफ़ता किया (खोल दिया) और हम ही ने जानदार चीज़ को पानी से पैदा किया इस पर भी ये लोग ईमान न लाएँगे	"Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and we made every living thing from water.

Translation:
The heavens and the earth were together, so we parted them, and"
17	Turn the siren off.	आप ठीक हो जाएगा रहे हैं, अरे नहीं;	"Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:
Turn the siren off.

Text:"
18	Name:	नाम: Refresh every [NUMERIC_ENTRY] [TIME_UNITS_COMBO]	"Translation:
Name: Name"
19	We should go to a hospital.	हम एक अस्पताल जाना चाहिए।	"We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to a hospital.

Text:
We should go to"
20	Whoa! So... What is your...	तो तुम्हारी योजना क्या है?	Whoa! So! What is your...
21	I'm not going to drink it.	मैं इसे पीने के लिए नहीं जा रहा हूँ।	I'll be drinking it.
22	Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).	क्या ये लोग (तुम्हारी निस्बत कहते हैं कि इस (रसूल) ने ख़ुदा पर झूठा बोहतान बाँधा है तो अगर (ऐसा) होता तो) ख़ुदा चाहता तो तुम्हारे दिल पर मोहर लगा देता (कि तुम बात ही न कर सकते) और ख़ुदा तो झूठ को नेस्तनाबूद और अपनी बातों से हक़ को साबित करता है वह यक़ीनी दिलों के राज़ से ख़ूब वाक़िफ है	"Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).

Translation:
Do they say: “He has forged a lie against Allah?” If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by"
23	No, but I traded the BMW in for a Mercedes four fucking weeks ago, remember?	लेकिन मर्सिडीज़ के लिए उसका सौदा किया था। याद है चार हफ़्ते पहले।	"Translation:
I traded the BMW in for a Mercedes four weeks ago.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language, and the translation is from the English language.

The original text is from the German language"
24	- No. Not here!	- यहाँ नहीं नहीं!	No. Not here!
25	It shall insistently summon him who turned his back and retreated,	(और) उन लोगों को अपनी तरफ बुलाती होगी	"Translation:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text:
It shall insistently summon him who turned his back and retreated.

Text"
26	And we've gathered around for that.	और हम उसके लिए चारों ओर इकट्ठा किया है।	"Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered around for that.

Translation:
And we've gathered around for that.

Text:
And we've gathered"
27	MURPH:	MURPH:	MURPH:
28	And the mountains – how they have been established?	और पहाड़ों की तरफ़ कि किस तरह खड़े किए गए हैं	"Translation:
The mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains – how they have been established?

Text:
And the mountains"
29	Bold	गाढ़ा	"Translation:
Translation

Text:
Translation

Text:

Translation:

Text:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:

Translation:"
30	And he is going to say the word that I have prepared for you.	और वह मैं आप के लिए तैयार किया है कि शब्द कहने जा रहा है.	"Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text:
And he is going to say the word that I have prepared for you.

Translation:
And he is going to say the word that I have prepared for you.

Text"
31	Configure external packages	कॉन्फ़िगर संकुल	Configure external packages
32	The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.	बैंक ने निलम्बन के बारे में टिप्पणी करने से इन्कार करते हुए पुष्टि की है कि बैंक को इस महीने विनियामकों से सूचना के लिए अनुरोध प्राप्त हुआ है।	"Translation:
The bank has declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

English Translation:
The bank declined to comment on the suspensions, confirmed this month that it has received requests from regulators.

Hindi En:
Bank, which declined"
33	What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.	जो लोग बुरा काम किया करते हैं क्या वह ये समझते हैं कि हम उनको उन लोगों के बराबर कर देंगे जो ईमान लाए और अच्छे अच्छे काम भी करते रहे और उन सब का जीना मरना एक सा होगा ये लोग (क्या) बुरे हुक्म लगाते हैं	"Translation:
The translation is accurate, fluent, and faithful to the original meaning.

Text:
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.

Translation:
The translation is accurate, fluent, and faithful to the original meaning.

Text:
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.

Translation:
The translation is accurate, fluent, and faithful to the original meaning.

Text:
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.

Translation:
The translation is accurate, fluent, and faithful to the original meaning.

Text:
What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds,- that equal will be their life and their death? Ill is the judgment that they make.

Translation:
The translation is accurate, fluent, and faithful to"
34	Ignore him. He's senile.	ये तो सठीया गए हैं	"Translation:
He's senile.

Text:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's senile.

Translation:
He's"
35	Failed to get the DN for user '%s'	DN को उपयोक्ता '%s' के लिए पाने में विफल	"Translation:
Failed to get the user's DN for percentage'"
36	Your names	EMAIL OF TRANSLATORS	"Translation:
Your names"
37	translator-credits	राजेश रंजन (rajeshkajha@yahoo.com, rranjan@redhat.com)%d hit(s) on this page	"I'll help you with the translation.

Text:
translator-credits"
